# S[m] sigma_x[mm] sigma_y[mm] N mean_P[MeV/c] beta_x[mm/mrad] beta_y[mm/mrad] beta_z[mm/mrad] alpha_x[mrad] alpha_y[mrad] alpha_z[mrad] mean_E[MeV] sigma_px[mrad] sigma_py[mrad] 
5.5250000000e-01 3.3669373177e+00 4.9136536258e+00 1.4857000000e+04 6.3888677055e+01 4.2346148055e-01 9.0354950287e-01 3.7176092852e+04 8.6488898628e-02 3.9442259672e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5300000000e-01 3.3665959165e+00 4.9125819303e+00 1.4857000000e+04 6.3888677055e+01 4.2337562932e-01 9.0315535447e-01 3.7209736375e+04 8.5299321628e-02 3.9378305411e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5350000000e-01 3.3662592096e+00 4.9115117405e+00 1.4857000000e+04 6.3888677055e+01 4.2329096767e-01 9.0276184554e-01 3.7243379898e+04 8.4109744627e-02 3.9314351150e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5400000000e-01 3.3659271984e+00 4.9104430577e+00 1.4857000000e+04 6.3888677055e+01 4.2320749558e-01 9.0236897609e-01 3.7277023421e+04 8.2920167627e-02 3.9250396889e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5450000000e-01 3.3655998842e+00 4.9093758826e+00 1.4857000000e+04 6.3888677055e+01 4.2312521305e-01 9.0197674613e-01 3.7310666944e+04 8.1730590627e-02 3.9186442629e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5500000000e-01 3.3652772685e+00 4.9083102163e+00 1.4857000000e+04 6.3888677055e+01 4.2304412010e-01 9.0158515565e-01 3.7344310467e+04 8.0541013627e-02 3.9122488368e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5550000000e-01 3.3649593526e+00 4.9072460599e+00 1.4857000000e+04 6.3888677055e+01 4.2296421672e-01 9.0119420464e-01 3.7377953990e+04 7.9351436627e-02 3.9058534107e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5600000000e-01 3.3646461378e+00 4.9061834142e+00 1.4857000000e+04 6.3888677055e+01 4.2288550290e-01 9.0080389312e-01 3.7411597513e+04 7.8161859626e-02 3.8994579846e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5650000000e-01 3.3643376254e+00 4.9051222802e+00 1.4857000000e+04 6.3888677055e+01 4.2280797865e-01 9.0041422108e-01 3.7445241036e+04 7.6972282626e-02 3.8930625586e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5700000000e-01 3.3640338168e+00 4.9040626590e+00 1.4857000000e+04 6.3888677055e+01 4.2273164398e-01 9.0002518852e-01 3.7478884559e+04 7.5782705626e-02 3.8866671325e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5750000000e-01 3.3637347132e+00 4.9030045515e+00 1.4857000000e+04 6.3888677055e+01 4.2265649887e-01 8.9963679544e-01 3.7512528082e+04 7.4593128626e-02 3.8802717064e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5800000000e-01 3.3634403159e+00 4.9019479587e+00 1.4857000000e+04 6.3888677055e+01 4.2258254332e-01 8.9924904184e-01 3.7546171604e+04 7.3403551626e-02 3.8738762803e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5850000000e-01 3.3631506260e+00 4.9008928815e+00 1.4857000000e+04 6.3888677055e+01 4.2250977735e-01 8.9886192772e-01 3.7579815127e+04 7.2213974625e-02 3.8674808542e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5900000000e-01 3.3628656449e+00 4.8998393210e+00 1.4857000000e+04 6.3888677055e+01 4.2243820095e-01 8.9847545308e-01 3.7613458650e+04 7.1024397625e-02 3.8610854282e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.5950000000e-01 3.3625853737e+00 4.8987872782e+00 1.4857000000e+04 6.3888677055e+01 4.2236781411e-01 8.9808961793e-01 3.7647102173e+04 6.9834820625e-02 3.8546900021e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6000000000e-01 3.3623098135e+00 4.8977367539e+00 1.4857000000e+04 6.3888677055e+01 4.2229861684e-01 8.9770442225e-01 3.7680745696e+04 6.8645243625e-02 3.8482945760e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6050000000e-01 3.3620389657e+00 4.8966877492e+00 1.4857000000e+04 6.3888677055e+01 4.2223060914e-01 8.9731986606e-01 3.7714389219e+04 6.7455666624e-02 3.8418991499e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6100000000e-01 3.3617728312e+00 4.8956402651e+00 1.4857000000e+04 6.3888677055e+01 4.2216379101e-01 8.9693594934e-01 3.7748032742e+04 6.6266089624e-02 3.8355037238e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6150000000e-01 3.3615114112e+00 4.8945943026e+00 1.4857000000e+04 6.3888677055e+01 4.2209816245e-01 8.9655267211e-01 3.7781676265e+04 6.5076512624e-02 3.8291082978e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6200000000e-01 3.3612547068e+00 4.8935498625e+00 1.4857000000e+04 6.3888677055e+01 4.2203372346e-01 8.9617003436e-01 3.7815319788e+04 6.3886935624e-02 3.8227128717e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6250000000e-01 3.3610027191e+00 4.8925069460e+00 1.4857000000e+04 6.3888677055e+01 4.2197047403e-01 8.9578803608e-01 3.7848963311e+04 6.2697358624e-02 3.8163174456e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6300000000e-01 3.3607554492e+00 4.8914655539e+00 1.4857000000e+04 6.3888677055e+01 4.2190841418e-01 8.9540667729e-01 3.7882606834e+04 6.1507781623e-02 3.8099220195e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6350000000e-01 3.3605128980e+00 4.8904256872e+00 1.4857000000e+04 6.3888677055e+01 4.2184754389e-01 8.9502595798e-01 3.7916250357e+04 6.0318204623e-02 3.8035265935e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6400000000e-01 3.3602750667e+00 4.8893873469e+00 1.4857000000e+04 6.3888677055e+01 4.2178786317e-01 8.9464587815e-01 3.7949893880e+04 5.9128627623e-02 3.7971311674e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6450000000e-01 3.3600419561e+00 4.8883505341e+00 1.4857000000e+04 6.3888677055e+01 4.2172937202e-01 8.9426643780e-01 3.7983537403e+04 5.7939050623e-02 3.7907357413e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6500000000e-01 3.3598135674e+00 4.8873152496e+00 1.4857000000e+04 6.3888677055e+01 4.2167207044e-01 8.9388763694e-01 3.8017180926e+04 5.6749473623e-02 3.7843403152e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6550000000e-01 3.3595899014e+00 4.8862814944e+00 1.4857000000e+04 6.3888677055e+01 4.2161595842e-01 8.9350947555e-01 3.8050824449e+04 5.5559896622e-02 3.7779448891e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6600000000e-01 3.3593709592e+00 4.8852492695e+00 1.4857000000e+04 6.3888677055e+01 4.2156103598e-01 8.9313195364e-01 3.8084467972e+04 5.4370319622e-02 3.7715494631e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6650000000e-01 3.3591567415e+00 4.8842185759e+00 1.4857000000e+04 6.3888677055e+01 4.2150730310e-01 8.9275507122e-01 3.8118111495e+04 5.3180742622e-02 3.7651540370e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6700000000e-01 3.3589472494e+00 4.8831894145e+00 1.4857000000e+04 6.3888677055e+01 4.2145475979e-01 8.9237882827e-01 3.8151755017e+04 5.1991165622e-02 3.7587586109e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6750000000e-01 3.3587424837e+00 4.8821617863e+00 1.4857000000e+04 6.3888677055e+01 4.2140340606e-01 8.9200322481e-01 3.8185398540e+04 5.0801588622e-02 3.7523631848e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6800000000e-01 3.3585424453e+00 4.8811356924e+00 1.4857000000e+04 6.3888677055e+01 4.2135324188e-01 8.9162826083e-01 3.8219042063e+04 4.9612011621e-02 3.7459677587e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6850000000e-01 3.3583471350e+00 4.8801111335e+00 1.4857000000e+04 6.3888677055e+01 4.2130426728e-01 8.9125393632e-01 3.8252685586e+04 4.8422434621e-02 3.7395723327e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6900000000e-01 3.3581565536e+00 4.8790881108e+00 1.4857000000e+04 6.3888677055e+01 4.2125648225e-01 8.9088025130e-01 3.8286329109e+04 4.7232857621e-02 3.7331769066e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.6950000000e-01 3.3579707021e+00 4.8780666251e+00 1.4857000000e+04 6.3888677055e+01 4.2120988678e-01 8.9050720576e-01 3.8319972632e+04 4.6043280621e-02 3.7267814805e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7000000000e-01 3.3577895810e+00 4.8770466775e+00 1.4857000000e+04 6.3888677055e+01 4.2116448089e-01 8.9013479970e-01 3.8353616155e+04 4.4853703621e-02 3.7203860544e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7050000000e-01 3.3576131913e+00 4.8760282689e+00 1.4857000000e+04 6.3888677055e+01 4.2112026456e-01 8.8976303312e-01 3.8387259678e+04 4.3664126620e-02 3.7139906283e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7100000000e-01 3.3574415336e+00 4.8750114002e+00 1.4857000000e+04 6.3888677055e+01 4.2107723780e-01 8.8939190603e-01 3.8420903201e+04 4.2474549620e-02 3.7075952023e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7150000000e-01 3.3572746086e+00 4.8739960725e+00 1.4857000000e+04 6.3888677055e+01 4.2103540061e-01 8.8902141841e-01 3.8454546724e+04 4.1284972620e-02 3.7011997762e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7200000000e-01 3.3571124172e+00 4.8729822867e+00 1.4857000000e+04 6.3888677055e+01 4.2099475299e-01 8.8865157027e-01 3.8488190247e+04 4.0095395620e-02 3.6948043501e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7250000000e-01 3.3569549599e+00 4.8719700438e+00 1.4857000000e+04 6.3888677055e+01 4.2095529493e-01 8.8828236162e-01 3.8521833770e+04 3.8905818620e-02 3.6884089240e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7300000000e-01 3.3568022375e+00 4.8709593447e+00 1.4857000000e+04 6.3888677055e+01 4.2091702645e-01 8.8791379244e-01 3.8555477293e+04 3.7716241619e-02 3.6820134980e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7350000000e-01 3.3566542505e+00 4.8699501903e+00 1.4857000000e+04 6.3888677055e+01 4.2087994753e-01 8.8754586275e-01 3.8589120816e+04 3.6526664619e-02 3.6756180719e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7400000000e-01 3.3565109997e+00 4.8689425817e+00 1.4857000000e+04 6.3888677055e+01 4.2084405818e-01 8.8717857253e-01 3.8622764339e+04 3.5337087619e-02 3.6692226458e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7450000000e-01 3.3563724856e+00 4.8679365198e+00 1.4857000000e+04 6.3888677055e+01 4.2080935840e-01 8.8681192180e-01 3.8656407862e+04 3.4147510619e-02 3.6628272197e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7500000000e-01 3.3562387087e+00 4.8669320056e+00 1.4857000000e+04 6.3888677055e+01 4.2077584819e-01 8.8644591055e-01 3.8690051385e+04 3.2957933618e-02 3.6564317936e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7550000000e-01 3.3561096698e+00 4.8659290400e+00 1.4857000000e+04 6.3888677055e+01 4.2074352755e-01 8.8608053878e-01 3.8723694907e+04 3.1768356618e-02 3.6500363676e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7600000000e-01 3.3559853692e+00 4.8649276240e+00 1.4857000000e+04 6.3888677055e+01 4.2071239647e-01 8.8571580649e-01 3.8757338430e+04 3.0578779618e-02 3.6436409415e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7650000000e-01 3.3558658076e+00 4.8639277585e+00 1.4857000000e+04 6.3888677055e+01 4.2068245497e-01 8.8535171368e-01 3.8790981953e+04 2.9389202618e-02 3.6372455154e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7700000000e-01 3.3557509854e+00 4.8629294446e+00 1.4857000000e+04 6.3888677055e+01 4.2065370303e-01 8.8498826035e-01 3.8824625476e+04 2.8199625618e-02 3.6308500893e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7750000000e-01 3.3556409032e+00 4.8619326830e+00 1.4857000000e+04 6.3888677055e+01 4.2062614066e-01 8.8462544650e-01 3.8858268999e+04 2.7010048617e-02 3.6244546632e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7800000000e-01 3.3555355614e+00 4.8609374749e+00 1.4857000000e+04 6.3888677055e+01 4.2059976786e-01 8.8426327213e-01 3.8891912522e+04 2.5820471617e-02 3.6180592372e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7850000000e-01 3.3554349604e+00 4.8599438211e+00 1.4857000000e+04 6.3888677055e+01 4.2057458463e-01 8.8390173725e-01 3.8925556045e+04 2.4630894617e-02 3.6116638111e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7900000000e-01 3.3553391007e+00 4.8589517227e+00 1.4857000000e+04 6.3888677055e+01 4.2055059097e-01 8.8354084184e-01 3.8959199568e+04 2.3441317617e-02 3.6052683850e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.7950000000e-01 3.3552479826e+00 4.8579611805e+00 1.4857000000e+04 6.3888677055e+01 4.2052778687e-01 8.8318058592e-01 3.8992843091e+04 2.2251740617e-02 3.5988729589e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8000000000e-01 3.3551616067e+00 4.8569721955e+00 1.4857000000e+04 6.3888677055e+01 4.2050617235e-01 8.8282096947e-01 3.9026486614e+04 2.1062163616e-02 3.5924775329e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8050000000e-01 3.3550799731e+00 4.8559847687e+00 1.4857000000e+04 6.3888677055e+01 4.2048574739e-01 8.8246199251e-01 3.9060130137e+04 1.9872586616e-02 3.5860821068e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8100000000e-01 3.3550030823e+00 4.8549989010e+00 1.4857000000e+04 6.3888677055e+01 4.2046651200e-01 8.8210365503e-01 3.9093773660e+04 1.8683009616e-02 3.5796866807e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8150000000e-01 3.3549309347e+00 4.8540145934e+00 1.4857000000e+04 6.3888677055e+01 4.2044846618e-01 8.8174595703e-01 3.9127417183e+04 1.7493432616e-02 3.5732912546e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8200000000e-01 3.3548635304e+00 4.8530318468e+00 1.4857000000e+04 6.3888677055e+01 4.2043160993e-01 8.8138889851e-01 3.9161060706e+04 1.6303855616e-02 3.5668958285e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8250000000e-01 3.3548008699e+00 4.8520506622e+00 1.4857000000e+04 6.3888677055e+01 4.2041594325e-01 8.8103247947e-01 3.9194704229e+04 1.5114278615e-02 3.5605004025e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8300000000e-01 3.3547429533e+00 4.8510710405e+00 1.4857000000e+04 6.3888677055e+01 4.2040146613e-01 8.8067669991e-01 3.9228347752e+04 1.3924701615e-02 3.5541049764e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8350000000e-01 3.3546897809e+00 4.8500929826e+00 1.4857000000e+04 6.3888677055e+01 4.2038817859e-01 8.8032155983e-01 3.9261991275e+04 1.2735124615e-02 3.5477095503e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8400000000e-01 3.3546413529e+00 4.8491164896e+00 1.4857000000e+04 6.3888677055e+01 4.2037608061e-01 8.7996705923e-01 3.9295634798e+04 1.1545547615e-02 3.5413141242e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8450000000e-01 3.3545976696e+00 4.8481415623e+00 1.4857000000e+04 6.3888677055e+01 4.2036517220e-01 8.7961319812e-01 3.9329278320e+04 1.0355970615e-02 3.5349186981e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8500000000e-01 3.3545587311e+00 4.8471682017e+00 1.4857000000e+04 6.3888677055e+01 4.2035545336e-01 8.7925997648e-01 3.9362921843e+04 9.1663936143e-03 3.5285232721e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8550000000e-01 3.3545245376e+00 4.8461964088e+00 1.4857000000e+04 6.3888677055e+01 4.2034692409e-01 8.7890739432e-01 3.9396565366e+04 7.9768166141e-03 3.5221278460e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8600000000e-01 3.3544950893e+00 4.8452261844e+00 1.4857000000e+04 6.3888677055e+01 4.2033958439e-01 8.7855545165e-01 3.9430208889e+04 6.7872396139e-03 3.5157324199e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8650000000e-01 3.3544703862e+00 4.8442575296e+00 1.4857000000e+04 6.3888677055e+01 4.2033343425e-01 8.7820414846e-01 3.9463852412e+04 5.5976626137e-03 3.5093369938e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8700000000e-01 3.3544504284e+00 4.8432904453e+00 1.4857000000e+04 6.3888677055e+01 4.2032847369e-01 8.7785348474e-01 3.9497495935e+04 4.4080856135e-03 3.5029415678e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8750000000e-01 3.3544352161e+00 4.8423249323e+00 1.4857000000e+04 6.3888677055e+01 4.2032470269e-01 8.7750346051e-01 3.9531139458e+04 3.2185086133e-03 3.4965461417e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8800000000e-01 3.3544247493e+00 4.8413609917e+00 1.4857000000e+04 6.3888677055e+01 4.2032212126e-01 8.7715407576e-01 3.9564782981e+04 2.0289316131e-03 3.4901507156e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8850000000e-01 3.3544190281e+00 4.8403986244e+00 1.4857000000e+04 6.3888677055e+01 4.2032072940e-01 8.7680533049e-01 3.9598426504e+04 8.3935461288e-04 3.4837552895e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8900000000e-01 3.3544180524e+00 4.8394378314e+00 1.4857000000e+04 6.3888677055e+01 4.2032052711e-01 8.7645722470e-01 3.9632070027e+04 -3.5022238733e-04 3.4773598634e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.8950000000e-01 3.3544218224e+00 4.8384786135e+00 1.4857000000e+04 6.3888677055e+01 4.2032151438e-01 8.7610975839e-01 3.9665713550e+04 -1.5397993875e-03 3.4709644374e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9000000000e-01 3.3544303379e+00 4.8375209717e+00 1.4857000000e+04 6.3888677055e+01 4.2032369123e-01 8.7576293157e-01 3.9699357073e+04 -2.7293763877e-03 3.4645690113e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9050000000e-01 3.3544435989e+00 4.8365649069e+00 1.4857000000e+04 6.3888677055e+01 4.2032705764e-01 8.7541674422e-01 3.9733000596e+04 -3.9189533879e-03 3.4581735852e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9100000000e-01 3.3544616054e+00 4.8356104201e+00 1.4857000000e+04 6.3888677055e+01 4.2033161362e-01 8.7507119635e-01 3.9766644119e+04 -5.1085303882e-03 3.4517781591e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9150000000e-01 3.3544843574e+00 4.8346575123e+00 1.4857000000e+04 6.3888677055e+01 4.2033735917e-01 8.7472628797e-01 3.9800287642e+04 -6.2981073884e-03 3.4453827330e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9200000000e-01 3.3545118546e+00 4.8337061842e+00 1.4857000000e+04 6.3888677055e+01 4.2034429429e-01 8.7438201906e-01 3.9833931165e+04 -7.4876843886e-03 3.4389873070e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9250000000e-01 3.3545440970e+00 4.8327564370e+00 1.4857000000e+04 6.3888677055e+01 4.2035241898e-01 8.7403838964e-01 3.9867574688e+04 -8.6772613888e-03 3.4325918809e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9300000000e-01 3.3545810844e+00 4.8318082715e+00 1.4857000000e+04 6.3888677055e+01 4.2036173324e-01 8.7369539970e-01 3.9901218210e+04 -9.8668383890e-03 3.4261964548e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9350000000e-01 3.3546228168e+00 4.8308616886e+00 1.4857000000e+04 6.3888677055e+01 4.2037223706e-01 8.7335304923e-01 3.9934861733e+04 -1.1056415389e-02 3.4198010287e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9400000000e-01 3.3546692939e+00 4.8299166892e+00 1.4857000000e+04 6.3888677055e+01 4.2038393046e-01 8.7301133825e-01 3.9968505256e+04 -1.2245992389e-02 3.4134056026e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9450000000e-01 3.3547205155e+00 4.8289732744e+00 1.4857000000e+04 6.3888677055e+01 4.2039681342e-01 8.7267026675e-01 4.0002148779e+04 -1.3435569390e-02 3.4070101766e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9500000000e-01 3.3547764813e+00 4.8280314450e+00 1.4857000000e+04 6.3888677055e+01 4.2041088595e-01 8.7232983473e-01 4.0035792302e+04 -1.4625146390e-02 3.4006147505e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9550000000e-01 3.3548371913e+00 4.8270912020e+00 1.4857000000e+04 6.3888677055e+01 4.2042614805e-01 8.7199004219e-01 4.0069435825e+04 -1.5814723390e-02 3.3942193244e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9600000000e-01 3.3549026451e+00 4.8261525463e+00 1.4857000000e+04 6.3888677055e+01 4.2044259972e-01 8.7165088913e-01 4.0103079348e+04 -1.7004300390e-02 3.3878238983e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9650000000e-01 3.3549728424e+00 4.8252154787e+00 1.4857000000e+04 6.3888677055e+01 4.2046024095e-01 8.7131237556e-01 4.0136722871e+04 -1.8193877390e-02 3.3814284723e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9700000000e-01 3.3550477829e+00 4.8242800003e+00 1.4857000000e+04 6.3888677055e+01 4.2047907176e-01 8.7097450146e-01 4.0170366394e+04 -1.9383454391e-02 3.3750330462e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
5.9750000000e-01 3.3551274663e+00 4.8233461120e+00 1.4857000000e+04 6.3888677055e+01 4.2049909213e-01 8.7063726684e-01 4.0204009917e+04 -2.0573031391e-02 3.3686376201e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
